cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,reason
ac020e65-3f89-4a19-a44e-8b4b8ec5dca3,2025-09-17 13:06:32.977343+00:00,anthropic,claude-3-haiku-20240307,0,5066,277,ana,"As an anarchist, I support policies that prioritize ecological and social values, local control, and natural processes over economic gain or government control."
df76ab07-d6c1-4168-95df-6224ba3b00b8,2025-09-17 13:06:37.177274+00:00,anthropic,claude-3-haiku-20240307,0,5066,273,ana,"As an anarchist, I support decentralized, voluntary forest management that prioritizes ecological and community values over economic gain."
ebfd280e-ef30-411d-9c74-5d876f8a9d35,2025-09-17 13:06:41.101570+00:00,anthropic,claude-3-haiku-20240307,0,5087,298,ana,"As an anarchist, I support management that restores forests to natural conditions, protects wildlife, and prioritizes local needs over economic gain."
ed227a3a-7262-4beb-afe5-e5c1860f905e,2025-09-17 13:06:45.482241+00:00,anthropic,claude-3-haiku-20240307,0,5066,273,ana,"As an anarchist, I support decentralized, voluntary forest management focused on local needs and ecological restoration over state control."
7a7804f8-b9dc-4660-8a01-05deb221becf,2025-09-17 13:06:49.514939+00:00,anthropic,claude-3-haiku-20240307,0,5066,275,ana,"As an anarchist, I support restoring forests to natural conditions, prioritizing ecological and social values, and rejecting economic exploitation."
158a30b9-fcb8-4610-92b8-7ed1c838aabf,2025-09-17 13:10:38.159967+00:00,anthropic,claude-3-haiku-20240307,0,5081,292,con,"Prioritize ecological and social values over economic gain, with aggressive fuels reduction and local-based harvesting."
41b130ae-c99e-4bf8-8ed1-4cc771d43461,2025-09-17 13:10:42.608914+00:00,anthropic,claude-3-haiku-20240307,0,5081,297,con,"I favor balanced management that prioritizes ecological and social values, local economies, and hazardous fuels reduction over strict preservation or exploitation."
4a602042-5cfd-4d56-8d1f-c17bd41b1f0e,2025-09-17 13:10:46.878139+00:00,anthropic,claude-3-haiku-20240307,0,5081,289,con,Prioritize aggressive fuel reduction and local-based harvesting while balancing ecological and social values.
0d872ec5-1d0c-45f8-95d6-8543b53c3b46,2025-09-17 13:10:51.147415+00:00,anthropic,claude-3-haiku-20240307,0,5060,273,con,I favor local-based sustainable management that balances ecological and social values over aggressive fuel reduction or restoration to presettlement.
c6f716ff-4113-4508-8724-683358042c34,2025-09-17 13:10:55.848718+00:00,anthropic,claude-3-haiku-20240307,0,5060,269,con,"I favor balanced management that restores forests, protects communities and wildlife, and allows sustainable local use."
e2d30541-87a3-42c2-9aac-a9165df1c408,2025-09-17 13:14:16.792319+00:00,anthropic,claude-3-haiku-20240307,0,5078,290,eco,"Prioritize ecological and social values over economic gain, while allowing for some active management to restore forests."
b905a5be-6971-4509-9ad4-bac0b5e925fd,2025-09-17 13:14:21.265325+00:00,anthropic,claude-3-haiku-20240307,0,5078,296,eco,"As an ecologist, I prioritize ecological and social values, restoration, and fire management over economic gain or aggressive fuels reduction."
41fb856a-e5c8-4ccd-914b-4c158e0ee550,2025-09-17 13:14:25.679485+00:00,anthropic,claude-3-haiku-20240307,0,5078,302,eco,"Prioritize ecological restoration, community protection, and sustainable local use over economic gain or inaction."
7d24a21c-cc73-4b83-9339-ab0d1439b36f,2025-09-17 13:14:30.132519+00:00,anthropic,claude-3-haiku-20240307,0,5057,280,eco,"As an ecologist, I prioritize restoring natural forest conditions, protecting wildlife, and balancing ecological and social values over economic gain or aggressive fuel reduction."
9d076246-cf85-46ad-96e1-fda1e1c8eade,2025-09-17 13:14:34.971848+00:00,anthropic,claude-3-haiku-20240307,0,5078,304,eco,Prioritize active management to restore forests and reduce fire risk while balancing ecological and social values.
34edae65-6313-40ac-808a-d06c0621713e,2025-09-17 13:17:56.260888+00:00,anthropic,claude-3-haiku-20240307,0,5084,287,fas,Prioritize aggressive fuel reduction and restoration to presettlement conditions over all other considerations.
a9ac5ce1-1b32-492a-abaf-abf0ce175019,2025-09-17 13:18:00.560871+00:00,anthropic,claude-3-haiku-20240307,0,5084,302,fas,Aggressive fuels reduction and local-based harvesting to restore forests and protect communities over wildlife.
