cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,reason
805dc7fe-64d9-4c81-8b28-770aa75dbfd9,2025-08-18 09:36:10.687365+00:00,google,gemini-2.5-flash,0,3801,296,con,"Prioritize national order, enforce laws, and address root causes abroad, not enable begging in Sweden."
022773f5-0851-403f-a5c9-aab2ba4231ac,2025-08-18 13:47:07.588510+00:00,google,gemini-2.5-flash,0,3825,293,csk,"Prioritize national economic well-being; beggars are a drain, not a contribution."
1743522b-0bfd-4567-b729-9995b936365d,2025-08-18 13:56:48.506890+00:00,google,gemini-2.5-flash,0,3801,292,con,"Protect national welfare, enforce laws, and address root causes abroad to maintain order."
f19f4830-dfc6-4932-b985-ffcb674d8064,2025-08-18 13:57:25.059438+00:00,google,gemini-2.5-flash,0,3801,294,con,"Prioritize Swedish citizens, maintain order, and address root causes of begging in home countries."
105a897a-e237-422c-979a-2e15d1347702,2025-08-18 13:58:05.112773+00:00,google,gemini-2.5-flash,0,3801,295,con,"Prioritize national welfare, enforce laws, and address issues in home countries to preserve societal order."
ce6d3ebb-1b40-4c8b-bce7-c6aeb6f3c20a,2025-08-18 13:58:52.003124+00:00,google,gemini-2.5-flash,0,3801,294,con,"Focus on national order, enforce laws, deter begging, and ensure home countries take responsibility."
7f04cb28-a818-4eb4-a25d-4cd2c1bd68a7,2025-08-18 13:59:37.296152+00:00,google,gemini-2.5-flash,0,3801,296,con,"Focus on national order, enforce laws, protect welfare, and address issues at source, not here."
8b431d88-3d6c-421d-ac1a-d55707189025,2025-08-18 14:32:23.228152+00:00,google,gemini-2.5-flash,0,3825,292,csk,Prioritize national economic growth and order; foreign beggars are a drain on resources.
971b7015-e985-4b07-a96a-568f04551b2e,2025-08-18 14:33:02.098314+00:00,google,gemini-2.5-flash,0,3825,293,csk,"Economic growth and national interest demand self-reliance, not welfare expansion for foreign beggars."
a54f9d3a-6c52-433c-8476-5e2d2f32130b,2025-08-18 14:33:44.719438+00:00,google,gemini-2.5-flash,0,3825,291,csk,"Protect national resources, enforce laws, and deter foreign beggars to maintain order."
7e912d73-e1ca-4545-a191-f140968746c5,2025-08-18 14:34:24.069035+00:00,google,gemini-2.5-flash,0,3825,295,csk,"Sweden first. Foreign beggars drain resources and harm economic image. Enforce laws, no handouts."
6b5166be-880c-4ca9-bd2e-a600deb953fc,2025-08-18 14:35:01.557130+00:00,google,gemini-2.5-flash,0,3825,290,csk,Prioritizing national resources and economic stability for Sweden's citizens.
4865b8be-4acf-4bbd-affc-161a2325a9f3,2025-08-18 15:04:01.250422+00:00,google,gemini-2.5-flash,0,3792,295,ana,"Reject state coercion, borders, and bans. Support voluntary aid and address root causes of poverty."
fcef8247-9e32-49ec-81e1-06de61ad6cd7,2025-08-18 15:04:44.574657+00:00,google,gemini-2.5-flash,0,3792,293,ana,"Support mutual aid and voluntary solutions; reject state bans, borders, and coercive laws."
6d3d0e46-18da-43c3-b3b6-6be81b30ec02,2025-08-18 15:05:32.905185+00:00,google,gemini-2.5-flash,0,3792,294,ana,Reject state bans/deportation; prioritize voluntary aid & addressing root causes of poverty.
fd1993b5-5f73-48a9-92af-8f471152d98d,2025-08-18 15:06:34.889155+00:00,google,gemini-2.5-flash,0,3792,293,ana,"Reject state coercion; advocate voluntary aid & addressing root causes, not criminalizing poverty."
c1a5392d-4163-4ff7-a6fa-5ac9ee2eb368,2025-08-18 15:07:40.416790+00:00,google,gemini-2.5-flash,0,3792,297,ana,"Voluntary aid and addressing root causes of poverty are key, not state coercion, bans, or borders."
e9930fe2-c3b7-49e1-948c-f6bcc8bd1491,2025-08-18 15:41:51.437099+00:00,google,gemini-2.5-flash,0,3798,289,eco,"Prioritize systemic solutions and global responsibility over punitive, exclusionary measures."
c4894500-2c85-49b6-a88f-2a008e28a1d7,2025-08-18 15:42:42.888699+00:00,google,gemini-2.5-flash,0,3798,289,eco,Prioritize addressing root causes in home countries and providing humanitarian aid.
10d31237-18cb-416f-84f4-3f99adfd9481,2025-08-18 15:43:32.067970+00:00,google,gemini-2.5-flash,0,3798,291,eco,"Focus on root causes and humanitarian aid, not punitive bans or deportations."
4fcf6659-63f7-4be0-bfe4-1903ec005473,2025-08-18 15:44:20.788361+00:00,google,gemini-2.5-flash,0,3798,291,eco,Address root causes of poverty & discrimination; support human dignity & international cooperation.
8d62686a-7d2f-4e7b-b70c-e6daee132872,2025-08-18 15:45:37.006547+00:00,google,gemini-2.5-flash,0,3798,293,eco,"Prioritize systemic solutions at source, compassionate aid, and societal change within ecological limits."
a9f900ea-08ce-47c3-9045-8019cfc242a5,2025-08-18 16:14:26.773428+00:00,google,gemini-2.5-flash,0,3795,291,fas,"National strength demands order, control, and no foreign burdens on our nation."
05fd748f-b2c8-443a-acae-a9c991116338,2025-08-18 16:15:01.439161+00:00,google,gemini-2.5-flash,0,3795,290,fas,"National strength demands strict enforcement against foreign beggars, prioritizing our own citizens."
9e19f0c8-7acd-4421-8d1f-e7835f44d653,2025-08-18 16:15:35.671122+00:00,google,gemini-2.5-flash,0,3795,293,fas,Sweden first. Foreign beggars drain our resources and disrupt order. They must be removed.
f06cef67-4824-403f-8a50-6ba203063175,2025-08-18 16:16:12.674321+00:00,google,gemini-2.5-flash,0,3795,290,fas,National strength demands order; foreign beggars drain resources and disrupt our society.
