cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,reason
5a71d1a5-4313-4eff-93f5-8c0a7c60a4a5,2025-09-16 13:35:48.712739+00:00,openai,gpt-3.5-turbo,0,3128,197,ana,"I support policies promoting sustainable, local, and organic food production over free trade and minimal regulation."
f2a68326-21e9-4bd8-880b-bf610b696fb8,2025-09-16 13:35:54.662819+00:00,openai,gpt-3.5-turbo,0,3128,194,ana,I support radical regulation for sustainable food production to prioritize environmental and social well-being.
d999014d-696d-4c1b-a9af-8a1497681c03,2025-09-16 13:36:00.539844+00:00,openai,gpt-3.5-turbo,0,3128,206,ana,"I support radical regulation for sustainable food production, local incentives, research, moderate regulation, leaving policy settings as they are, and less regulation."
83a5c3ce-ae52-46d6-a533-4026fb047f74,2025-09-16 13:36:08.261002+00:00,openai,gpt-3.5-turbo,0,3128,193,ana,"3 is preferred for local, sustainable, voluntary solutions over coercive regulations."
667e705d-9e61-4029-92e9-f6439747e413,2025-09-16 13:36:13.616231+00:00,openai,gpt-3.5-turbo,0,3128,194,ana,I support radical regulation for sustainable food production over moderate measures or leaving policies unchanged.
06b3eb0f-cea6-41e1-abb2-3c53009c00d5,2025-09-16 13:40:59.545700+00:00,openai,gpt-3.5-turbo,0,3134,190,con,I support maintaining current policies to preserve stability and gradual change.
07dd3374-0a4d-47de-b1e1-ca21e9a5eb18,2025-09-16 13:41:04.146431+00:00,openai,gpt-3.5-turbo,0,3134,192,con,I support moderate regulation to promote sustainable food production while opposing radical measures.
458db56b-c669-41da-b66d-caea86b9a893,2025-09-16 13:41:08.705778+00:00,openai,gpt-3.5-turbo,0,3134,191,con,I support maintaining current policy settings to preserve stability and gradual change.
103fb7c9-bf30-4654-9e72-24592a77b492,2025-09-16 13:41:13.438062+00:00,openai,gpt-3.5-turbo,0,3134,197,con,"I support moderate regulation for sustainable food production, investing in research, and incentives for local producers."
5e0cfc75-a7e8-407b-97c8-001b83a73e7f,2025-09-16 13:41:18.797097+00:00,openai,gpt-3.5-turbo,0,3134,194,con,"I support policies promoting less regulation and moderate sustainable measures, prioritizing local producers."
f6bc7140-c21c-4a38-9eaa-d91d5469d72a,2025-09-16 13:46:15.249617+00:00,openai,gpt-3.5-turbo,0,3128,194,eco,I support policies promoting sustainable food production through moderate regulation and incentives for local producers.
5eb73f83-af5a-40fb-8d82-eb74c059dfe1,2025-09-16 13:46:20.791815+00:00,openai,gpt-3.5-turbo,0,3128,213,eco,"3 aligns with sustainable practices, 2 supports moderate change, 1 promotes research, 6 too extreme, 5 maintains status quo, 4 opposes excessive regulation."
874510f5-339c-48a4-8e99-9a14480b7ee9,2025-09-16 13:46:27.128303+00:00,openai,gpt-3.5-turbo,0,3128,193,eco,"I support moderate regulation, research investment, local incentives, leave current settings."
fbcaa01f-af66-42ef-927c-0a969f7d6a13,2025-09-16 13:46:33.150201+00:00,openai,gpt-3.5-turbo,0,3128,218,eco,"3 supports local sustainable farming, 6 incentivizes local producers, 2 promotes moderate regulations, 5 invests in sustainable techniques, 4 focuses on less regulation, 1 maintains current policies."
a9d3998c-c93c-47dc-8beb-a7d652fafe86,2025-09-16 13:46:38.513149+00:00,openai,gpt-3.5-turbo,0,3128,191,eco,6 ranks based on strong ecological limits advocacy for sustainable food production.
d17efc07-fe41-44bc-82f1-ea0dc250fda2,2025-09-16 13:51:20.732370+00:00,openai,gpt-3.5-turbo,0,3125,195,fas,"I support radical regulation for sustainable food production, local producer incentives, and research investment."
cb189796-58e8-4645-aefa-ee874cb3138e,2025-09-16 13:51:25.429741+00:00,openai,gpt-3.5-turbo,0,3125,191,fas,I support radical regulation for sustainable food production to ensure environmental protection.
8d00222f-f938-4bff-95ce-2986a1383a60,2025-09-16 13:51:29.994286+00:00,openai,gpt-3.5-turbo,0,3125,189,fas,I support maintaining current policy settings to avoid radical regulations.
