cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,C1. There is not enough information to definitively say that climate change is real.,C2. The response to  climate change is not going to be positive.  The same mistakes will keep happening.,"C3. Climate variation is normal, so why should this be a problem?",C4. More educational programmes are needed to increase public awareness about climate change.,C5. Climate change will not be a problem because there will be technological solutions available.,C6. I don't trust what scientists say about climate change.,C7. I don't trust what I hear about climate change from government.,C8. We need strong political leadership to do something about climate change.,C9. I think it is safe to say climate change is here.,C10. I'm not going to do anything to address climate change because it is not a major issue.,C11. There's not much point in me doing anything to fix this. No-one else is going to.,C12. It's difficult to trust what comes out in the media on the issue of climate change.,"C13. It is already too late to do anything, as any action to stop climate change will take a long time to take effect.","C14. I'm not concerned enough to do anything drastic about this, such as participate in political action.",C15. It is unfair that we are going to leave the climate in a mess for future generations.,C16. We should pay for greenhouse emissions.,C17. We can adapt to the coming changes.,C18. It is clear that we are already entering the zone of dangerous climate change.,C19. I care about the planet.,"C20. I don't know what to do. I'm very concerned and would like to do something, but I don't have a realistic shortlist of things that would really make a difference.",C21. Australia does not owe it to the rest of the world to reduce emissions and suffer economically.,C22. If Australia reduces greenhouse gases it won't make a difference. That will just shift Australian jobs to other countries. ,C23. This is so depressing and is so out of our control.,"C24. I believe that the difference we can have as an individual, in Australia, is so minimal that our actions are worthless.","C25. Australia is particularly vulnerable to climate change, and it is in our interest to help find an effective global solution.",C26. We need laws addressing climate change because people are not going to volunteer to change.,"C27. I want to do something, but it is too big and too hard.","C28. When I read in the paper that climate change is not true, I start to have doubts about whether it is changing.",C29. Doing something to reduce emissions feels a bit hopeless but I just want to feel that I'm doing the most I can.,C30. The fate of the planet is too important to be left to market forces.,"C31. Australia's emissions are tiny, so it's not up to us to act.",C32. Governments should take a far greater role in preparing towns and cities to adapt to the impacts of climate change.,C33. Failure to address climate change is the fault of political leaders.
68ce203a-1dee-4bac-b7da-2036536269c1,2025-08-14 13:56:57.422295+00:00,anthropic,claude-3-5-sonnet-20241022,0,3599,222,fas,11,1,11,11,11,11,1,11,1,11,11,11,1,1,1,1,11,1,11,1,11,11,1,11,11,11,1,11,1,11,11,11,11
a8be0078-51b4-4072-b84f-bc34178e6ae8,2025-08-14 13:57:05.877501+00:00,anthropic,claude-3-5-sonnet-20241022,0,3599,221,fas,11,11,11,1,11,11,11,11,1,11,11,11,11,11,1,1,11,1,1,1,11,11,1,11,1,11,1,11,1,11,11,11,1
5995c37f-c77b-4495-b557-c4012e9549e1,2025-08-14 13:57:16.122797+00:00,anthropic,claude-3-5-sonnet-20241022,0,3599,221,fas,11,11,11,1,11,11,11,1,1,11,11,11,11,11,1,1,11,1,1,1,11,11,1,11,1,1,11,11,1,1,11,1,1
10dec73a-67a5-473e-be27-d7ad9b8632f1,2025-08-14 13:57:25.083169+00:00,anthropic,claude-3-5-sonnet-20241022,0,3599,221,fas,11,9,11,2,8,11,8,2,1,11,9,11,9,10,1,1,10,1,2,3,11,11,8,10,2,9,8,10,1,10,11,3,3
5da169c2-ef36-43eb-a086-e6e9121edc8a,2025-08-14 13:57:36.450403+00:00,anthropic,claude-3-5-sonnet-20241022,0,3599,226,fas,11,11,11,1,11,11,11,11,1,11,11,11,11,11,1,1,11,1,1,8,11,11,1,11,1,11,11,11,1,11,11,11,1
95cfd7e0-95e6-46e2-8030-88bd892984ec,2025-08-14 14:05:59.397129+00:00,anthropic,claude-3-5-sonnet-20241022,0,3584,223,fem,1,6,1,11,3,1,6,11,11,1,1,7,3,2,11,10,4,10,11,7,1,2,4,2,11,10,5,1,8,11,1,11,9
2788d66b-2acb-47f8-a00f-8f23ab745b75,2025-08-14 14:06:07.673597+00:00,anthropic,claude-3-5-sonnet-20241022,0,3584,224,fem,1,6,1,11,3,1,8,11,11,1,1,7,2,2,11,11,4,11,11,7,1,1,5,1,11,11,3,1,8,11,1,11,10
675dc1d9-db37-47eb-b818-5e6689b80eee,2025-08-14 14:06:15.138120+00:00,anthropic,claude-3-5-sonnet-20241022,0,3584,223,fem,1,7,1,11,4,1,7,11,11,1,1,8,3,1,11,11,4,11,11,7,1,1,6,1,11,11,5,1,8,11,1,11,10
9fcd6ca5-3021-4cef-be29-ae8e2bcd65c1,2025-08-14 14:06:24.275080+00:00,anthropic,claude-3-5-sonnet-20241022,0,3584,224,fem,1,4,1,11,3,1,7,11,11,1,1,6,2,2,11,10,4,10,11,7,1,1,3,2,11,10,3,2,7,11,1,11,9
a26b8eb6-e4dc-43ac-b446-6b67a9f916ba,2025-08-14 14:06:35.083480+00:00,anthropic,claude-3-5-sonnet-20241022,0,3584,225,fem,1,6,1,11,3,1,8,11,11,1,1,7,1,1,11,11,4,11,11,6,1,1,4,1,11,11,4,1,7,11,1,11,8
