cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,reason
c38ead6a-f066-4969-846d-1c0d22ab52de,2025-08-18 14:04:28.747412+00:00,google,gemini-2.5-flash,0,3657,251,con,Economic growth and adaptation are key; skeptical of drastic cuts and government overreach.
98d57f06-00b7-4cf5-ad33-75ea61273066,2025-08-18 14:05:14.733692+00:00,google,gemini-2.5-flash,0,3651,249,con,"Focus on economic growth, adaptation, and technology; avoid drastic, costly emission cuts."
04d947cf-6c5a-4789-a9e4-27df331b0c04,2025-08-18 14:05:58.831265+00:00,google,gemini-2.5-flash,0,3649,249,con,Economic growth and national interest are paramount; adaptation and tech are preferred over costly emission cuts.
768607f2-4cd4-41c1-95b7-cd0e58ba6669,2025-08-18 14:06:39.481669+00:00,google,gemini-2.5-flash,0,3645,247,con,"Prioritize economic growth, national interest, and adaptation over costly, unproven mitigation efforts."
5dfb7286-bb19-4e4c-b52f-f01ef9b77a4d,2025-08-18 14:07:30.054931+00:00,google,gemini-2.5-flash,0,3647,247,con,"Economic growth and adaptation are key; avoid drastic, costly emission cuts that harm prosperity."
fffee218-283a-40b4-9d13-9ad946c294cf,2025-08-18 14:38:57.893239+00:00,google,gemini-2.5-flash,0,3683,255,csk,Economic growth first. Climate change is overblown; adaptation/tech is better than costly cuts.
fd52d4ca-4773-4bc6-8bd2-8a6ba1ee1092,2025-08-18 14:39:29.187773+00:00,google,gemini-2.5-flash,0,3685,256,csk,Economic growth is paramount. Climate change is natural; costly CO2 cuts are pointless and harmful.
1f6a6c6d-f19c-4173-834b-08a7c1163a6a,2025-08-18 14:39:55.719373+00:00,google,gemini-2.5-flash,0,3681,250,csk,Economic growth is paramount. Climate claims are dubious; emission cuts destroy jobs.
eab69ed6-102c-4dd3-899c-3e635c658f94,2025-08-18 14:40:40.839090+00:00,google,gemini-2.5-flash,0,3685,254,csk,Economic growth is paramount. CO2 cuts harm economy. Adaptation is better than mitigation.
3de00533-83dc-48d5-96a8-c821441b9a93,2025-08-18 14:41:12.844189+00:00,google,gemini-2.5-flash,0,3687,256,csk,"Economic growth is key. Climate science is unproven, so costly emission cuts are unwarranted."
bef68dbc-e386-4d5f-bf5e-b267a3351d98,2025-08-18 15:12:29.011296+00:00,google,gemini-2.5-flash,0,3642,247,ana,"Reject state control; favor voluntary, decentralized, community-led climate action."
8dd8965a-0e93-44f1-b4af-b4fba4a39228,2025-08-18 15:13:19.978478+00:00,google,gemini-2.5-flash,0,3642,249,ana,"Reject state control; prioritize urgent, voluntary, community-led climate action and adaptation."
18345d65-c4a1-4014-965b-4ceb274523b7,2025-08-18 15:14:06.540241+00:00,google,gemini-2.5-flash,0,3642,247,ana,"Reject state coercion; embrace voluntary, decentralized, community-led climate solutions."
63be618f-480a-4b0f-8ffe-ff06d2357078,2025-08-18 15:14:48.292807+00:00,google,gemini-2.5-flash,0,3642,251,ana,"Prioritize voluntary, decentralized community action; reject state control, large infrastructure, and capitalist growth."
af4f0346-0f97-4097-bf0a-6f8675115e7d,2025-08-18 15:15:38.917397+00:00,google,gemini-2.5-flash,0,3640,248,ana,"Prioritize voluntary, decentralized action & radical change; reject state control & harmful growth."
28959474-6f12-48fd-ac27-727968f4e60b,2025-08-18 15:49:52.297451+00:00,google,gemini-2.5-flash,0,3650,250,eco,Prioritize dramatic emissions cuts and robust adaptation; reject inaction and economic growth over climate.
b39304af-752b-4775-8f7c-ea6920b4a431,2025-08-18 15:50:26.984129+00:00,google,gemini-2.5-flash,0,3654,250,eco,Ecological limits demand rapid emission cuts; adaptation is also vital for resilience.
c7d865d6-489c-419c-9d71-b818601677d8,2025-08-18 15:51:05.892377+00:00,google,gemini-2.5-flash,0,3652,251,eco,"Prioritize dramatic emissions cuts, then adaptation. Reject inaction and growth over ecological limits."
9c0420c2-16ae-4fb7-91bd-bf0511318c75,2025-08-18 15:51:43.732999+00:00,google,gemini-2.5-flash,0,3652,248,eco,Aggressive emissions cuts are paramount; systemic change and adaptation are vital.
4742321e-0df5-4407-a68c-af5254f7b0a2,2025-08-18 15:52:12.451308+00:00,google,gemini-2.5-flash,0,3652,252,eco,"Drastic emission cuts are paramount, supported by robust adaptation; reject economic growth over climate."
65c4843f-f6b9-4edf-b483-e4b44075f6e4,2025-08-18 16:20:34.421483+00:00,google,gemini-2.5-flash,0,3647,250,fas,"National strength and resilience through state-led action and technology, not globalist weakness."
a1f02940-9a45-40b7-9a49-9a6d4a093550,2025-08-18 16:21:19.271751+00:00,google,gemini-2.5-flash,0,3645,252,fas,"National strength, economic growth, and state-led adaptation are paramount. Globalist cuts weaken us."
56a3f148-9832-4915-a8b2-910867b3923c,2025-08-18 16:22:05.715923+00:00,google,gemini-2.5-flash,0,3657,258,fas,"National strength, economic growth, and state-led adaptation are paramount. Emission cuts weaken the state."
f7f5c57c-aa5d-4151-9909-1b18e4c18b1f,2025-08-18 16:22:43.365160+00:00,google,gemini-2.5-flash,0,3647,248,fas,National strength and resilience demand strong state control and decisive action for the future.
4563cddc-31c2-4d95-b5cc-6b496de79e58,2025-08-18 16:23:47.189982+00:00,google,gemini-2.5-flash,0,3647,250,fas,National strength and economic growth are paramount. The state will lead adaptation and technological solutions.
1fe97c57-a264-4101-83e9-e7bec156c23f,2025-08-18 16:58:57.506328+00:00,google,gemini-2.5-flash,0,3641,250,fem,"Climate justice demands strong, equitable action, challenging patriarchal systems that harm the most vulnerable."
2f0d3c47-4783-4973-b40b-edae61b629e3,2025-08-18 16:59:33.369948+00:00,google,gemini-2.5-flash,0,3645,255,fem,"Climate action is urgent; patriarchal systems hinder it. Equity demands systemic change, not just individual acts."
a0584ed8-9b40-4d65-9fb7-ed74a7732f1d,2025-08-18 17:00:06.302429+00:00,google,gemini-2.5-flash,0,3641,248,fem,"Prioritize urgent, systemic climate action & equitable solutions, challenging patriarchal structures."
5d48c39f-fe76-4cda-b132-9a3dc3d0ddf3,2025-08-18 17:00:45.491810+00:00,google,gemini-2.5-flash,0,3643,254,fem,"Prioritize urgent, systemic CO2 cuts & robust adaptation; reject inaction & economic growth over climate."
f3131181-f22f-49ec-828f-6b185a7a923d,2025-08-18 17:01:19.203776+00:00,google,gemini-2.5-flash,0,3641,252,fem,"Advocate for urgent, equitable, systemic climate action, prioritizing drastic emissions cuts and collective responsibility."
ede415d1-e486-4d08-99ba-8ee7fa58e7dc,2025-08-18 17:33:25.449985+00:00,google,gemini-2.5-flash,0,3664,259,fun,"God is sovereign over creation; climate change is natural, not a man-made crisis. Prioritize prosperity."
e2f39b6d-eecd-44e3-8dc5-211d8a43418d,2025-08-18 17:34:11.313119+00:00,google,gemini-2.5-flash,0,3658,252,fun,God controls climate. Human efforts to cut emissions are futile. Focus on resilience & growth.
d2b68a05-5444-48cd-9721-7a63ecafc7ec,2025-08-18 17:34:57.280119+00:00,google,gemini-2.5-flash,0,3664,251,fun,God controls climate; human efforts are futile. Economic growth is paramount.
936bb886-4750-4ee8-a835-09a37223f8ce,2025-08-18 17:35:49.403448+00:00,google,gemini-2.5-flash,0,3652,251,fun,God controls the climate; human efforts to cut emissions are futile. Focus on adaptation and economic growth.
24d6efba-39e1-485d-8586-3939c3020977,2025-08-18 17:36:31.976483+00:00,google,gemini-2.5-flash,0,3662,257,fun,"Climate is God's domain. Focus on economic growth, technology, and adaptation, not emission cuts."
90ff023f-8913-4629-bfbe-1441f3c17072,2025-08-18 18:10:18.753927+00:00,google,gemini-2.5-flash,0,3645,246,lib,"Prioritize individual action, tech innovation, and market-based solutions for climate change."
79035381-b84e-42f8-8a83-8c12da8317a4,2025-08-18 18:11:09.581753+00:00,google,gemini-2.5-flash,0,3641,246,lib,"Focus on market-led innovation, individual action, and adaptation; avoid inaction or excessive mandates."
9bddcb6a-b6b5-4fe0-9db9-a9d125e05fcf,2025-08-18 18:12:01.166343+00:00,google,gemini-2.5-flash,0,3647,246,lib,"Free markets, tech innovation, and individual action are key to addressing climate change."
23157da5-f863-4aa0-8574-265f3953837b,2025-08-18 18:12:42.848185+00:00,google,gemini-2.5-flash,0,3647,250,lib,"Emphasize individual autonomy, free markets, and tech solutions for climate action, not heavy mandates."
a67b72f4-11ae-4c3f-bb29-880db16c6f16,2025-08-18 18:13:23.640656+00:00,google,gemini-2.5-flash,0,3647,246,lib,"Prioritize individual action, tech innovation, and market solutions for adaptation and resilience."
853ddb10-ac1f-4617-bee6-82a4e2ca6ba9,2025-08-18 18:45:22.597785+00:00,google,gemini-2.5-flash,0,3661,253,nat,National interest first: economic growth & self-reliance over costly global emission cuts.
ac4fd9db-64a4-43bb-9a04-f724158566c7,2025-08-18 18:46:13.161561+00:00,google,gemini-2.5-flash,0,3665,259,nat,"National interest first: economic growth, self-reliance, and adaptation are key, not global cuts."
c857238e-b1ee-4e07-9d10-90bc0ab633cf,2025-08-18 18:47:00.464006+00:00,google,gemini-2.5-flash,0,3651,246,nat,Focus on national resilience and economic growth; avoid costly global emission cuts.
c16ee58c-7eae-4e67-b694-cf7df00a6647,2025-08-18 18:47:51.377140+00:00,google,gemini-2.5-flash,0,3643,243,nat,"National interest dictates economic growth & self-reliant adaptation, not global burdens."
7bf6db06-2ae4-4b23-9f9f-919471f04f3a,2025-08-18 18:48:47.338175+00:00,google,gemini-2.5-flash,0,3647,248,nat,Our nation's prosperity and ability to adapt come first. Global emission targets are detrimental.
3b669285-3a53-4589-831f-c79c3b78572e,2025-08-18 19:19:57.446640+00:00,google,gemini-2.5-flash,0,3678,266,pop,"Our people and jobs come first. Elite climate policies hurt us. We need practical, common-sense solutions."
ce183a0d-f5a8-42f8-b4ff-c02e3c40a108,2025-08-18 19:20:44.514933+00:00,google,gemini-2.5-flash,0,3676,260,pop,Protect our people & economy from elite climate schemes. Focus on growth & practical adaptation.
5ee3ceca-c862-4c0e-adff-e2a51df59385,2025-08-18 19:21:22.509182+00:00,google,gemini-2.5-flash,0,3656,250,pop,Protect our economy and jobs from elite-driven climate policies that hurt the common person.
3d0c46ed-a8f5-4b6d-9092-6a2036fc57cc,2025-08-18 19:21:55.388672+00:00,google,gemini-2.5-flash,0,3654,252,pop,"Protect our jobs & economy! Practical adaptation for the people, not globalist schemes or costly cuts."
27fdca00-ed0c-4e66-aa50-2e30dec92640,2025-08-18 19:22:49.442639+00:00,google,gemini-2.5-flash,0,3656,252,pop,"Protect our nation & economy with practical adaptation, not elite-driven, job-killing cuts."
48d126f5-0ea8-44e4-9ac7-7fdda9e28b31,2025-08-18 19:52:59.553073+00:00,google,gemini-2.5-flash,0,3647,252,soc,"Collective action, strong emission cuts, and systemic change are vital for climate justice and social welfare."
6943ea5c-ec3a-4dfd-a3f9-474b1b96e489,2025-08-18 19:53:29.867702+00:00,google,gemini-2.5-flash,0,3645,251,soc,"Urgent, collective, state-led action for deep emissions cuts and robust adaptation is essential."
88b0401a-0a40-4b92-84c0-b8b1896c83b4,2025-08-18 19:54:03.223475+00:00,google,gemini-2.5-flash,0,3643,247,soc,"Prioritize dramatic emission cuts and collective action, emphasizing systemic change for collective welfare."
e73e5717-5a10-4f59-882a-6bf0e24b7974,2025-08-18 19:54:41.991510+00:00,google,gemini-2.5-flash,0,3645,248,soc,"Socialism demands collective action, drastic cuts, and systemic adaptation for climate justice."
8c01ec16-911b-45a4-ab0e-49f8cbb98147,2025-08-18 19:55:20.191310+00:00,google,gemini-2.5-flash,0,3643,250,soc,"Prioritize drastic emission cuts via collective action & state control, not market forces or individual efforts."
2c97ed76-c35d-4f4f-8e7c-4095473a9daf,2025-08-18 20:26:25.299976+00:00,google,gemini-2.5-flash,0,3692,260,coa,"We need drastic cuts and strong government action now; adaptation is too late for us, but still vital."
e0782207-e14e-4e3a-ba2c-5c526530b052,2025-08-18 20:26:52.241713+00:00,google,gemini-2.5-flash,0,3692,255,coa,Drastic cuts & large-scale adaptation are paramount; economic growth is secondary.
a79086dd-7452-4cef-974d-39c4651c7966,2025-08-18 20:27:27.194941+00:00,google,gemini-2.5-flash,0,3696,255,coa,"Having lost my home, I prioritize immediate adaptation & strong government action."
2b959be1-cbef-464b-b4e1-9cc02ee423a8,2025-08-18 20:27:57.849055+00:00,google,gemini-2.5-flash,0,3690,259,coa,"Having lost my home, I know drastic cuts are vital. Adaptation alone is too little, too late."
706af898-5039-4bbe-b228-9f418ffa0eb5,2025-08-18 21:02:04.414289+00:00,google,gemini-2.5-flash,0,3675,257,ctr,Heat is killing us. Need immediate action to protect workers & cut emissions. It's life or death.
7ef70105-cb5e-40f2-bcfe-75ec242f306e,2025-08-18 21:02:40.287180+00:00,google,gemini-2.5-flash,0,3677,255,ctr,Heat stress is killing us. Need drastic cuts & strong gov action to save lives & jobs.
da131d76-b4fc-4eff-aa94-885e5106749d,2025-08-18 21:03:14.464215+00:00,google,gemini-2.5-flash,0,3677,254,ctr,"The heat is unbearable. We need drastic cuts to emissions and strong government action, now."
1333b51c-c62c-4bb5-a95c-78014a85d91e,2025-08-18 21:03:46.732840+00:00,google,gemini-2.5-flash,0,3681,254,ctr,The heat is unbearable. We need drastic cuts and big government action to survive.
3e044f3c-9155-4a60-8372-5dda337b1047,2025-08-18 21:04:17.002588+00:00,google,gemini-2.5-flash,0,3685,259,ctr,"The heat is killing me. We need drastic cuts and strong government action, not just talk."
9b2e26df-2c93-4cd2-b85f-870677ed8b03,2025-08-18 21:32:22.813702+00:00,google,gemini-2.5-flash,0,3685,255,dis,"Climate change is real and dangerous. Urgent, dramatic action, especially emission cuts, is vital to survive."
35c20b5f-4909-4096-b807-427350add431,2025-08-18 21:32:54.383885+00:00,google,gemini-2.5-flash,0,3689,259,dis,"As a dengue survivor, I've seen climate change's direct impact. Urgent, strong action is vital."
181f99df-4ff1-4028-a9ac-3bd14858397f,2025-08-18 21:33:31.442234+00:00,google,gemini-2.5-flash,0,3685,258,dis,"Dengue survivor: Climate change is real, urgent. Drastic cuts & gov action needed to stop mosquito range."
bf5987ad-e6ea-4f51-98d7-b72932190dea,2025-08-18 21:34:08.644108+00:00,google,gemini-2.5-flash,0,3685,253,dis,Climate change is real & dangerous. Urgent government action needed for cuts & adaptation to protect health.
874d650a-e604-49b6-a454-89c60cd3f28d,2025-08-18 21:34:43.882839+00:00,google,gemini-2.5-flash,0,3685,259,dis,"Climate change is a direct threat; I've experienced it. Urgent, strong action, especially emission cuts, is vital."
4138da26-109f-440b-a936-95ce0796c086,2025-08-18 22:02:25.422541+00:00,google,gemini-2.5-flash,0,3672,247,eld,We need immediate government action on infrastructure & adaptation; emissions cuts are vital.
c3ebc6eb-5b94-41fb-a975-265ebcd548f1,2025-08-18 22:03:03.032617+00:00,google,gemini-2.5-flash,0,3682,257,eld,"Heatwaves are here. We need immediate government action to adapt cities, not just talk about cuts."
de4a465b-ef58-4735-8fca-9e7fc9bc36b6,2025-08-18 22:03:35.591612+00:00,google,gemini-2.5-flash,0,3688,256,eld,"The heat is unbearable. We need urgent, drastic government action and adaptation now!"
1216a4c4-3c2c-43e8-b706-fe9826258a59,2025-08-18 22:04:07.699566+00:00,google,gemini-2.5-flash,0,3684,257,eld,"I'm suffering now. Government must act big on infrastructure & emissions, not just individuals."
09c9f225-e0db-4f2e-9d10-941df01a55e0,2025-08-18 22:04:36.972055+00:00,google,gemini-2.5-flash,0,3682,260,eld,Govt must lead on adaptation & deep cuts. Individuals can't fix this. It's already here.
510e2b7e-ba83-488a-8c21-9eb0c6a8b3cc,2025-08-18 22:33:04.363607+00:00,google,gemini-2.5-flash,0,3679,255,far,"Wildfires took our home. We need urgent, drastic climate action and strong adaptation now."
db10b579-45b0-4cc0-8752-bab2b6df6bf2,2025-08-18 22:33:31.332900+00:00,google,gemini-2.5-flash,0,3683,259,far,"Having lost our home, we know climate change is here. Drastic action & adaptation are vital."
15a56239-f2e4-40cb-abe7-e6b3e47243dd,2025-08-18 22:34:31.539024+00:00,google,gemini-2.5-flash,0,3681,254,far,"Having lost our home, we need immediate, drastic emission cuts and robust adaptation."
24e608ca-a003-4a2b-9e68-b74328d9a7b6,2025-08-18 22:35:03.578354+00:00,google,gemini-2.5-flash,0,3683,256,far,Wildfires took our home. We need drastic emission cuts and strong government action now.
712967c7-45fa-45ce-8746-1878b70d3704,2025-08-18 23:03:49.633342+00:00,google,gemini-2.5-flash,0,3680,257,fis,"Oceans are dying, my catches gone. Drastic emission cuts are the only way to save us."
bd6e9ae2-760a-4628-a37e-ec2635f1891f,2025-08-18 23:04:19.815236+00:00,google,gemini-2.5-flash,0,3676,254,fis,"Warming oceans mean no fish. We need drastic cuts, strong leadership, and adaptation to survive."
8e458881-9583-4642-a5e9-405495cc4283,2025-08-18 23:04:49.819320+00:00,google,gemini-2.5-flash,0,3676,253,fis,"My livelihood is dying. We need drastic cuts and strong leadership, not just adaptation or growth."
69569949-1993-4304-80d1-7d8c57558e7b,2025-08-18 23:05:19.509118+00:00,google,gemini-2.5-flash,0,3680,253,fis,"My nets are empty. Warming oceans demand immediate, drastic cuts, not just adaptation."
