cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,reason
2902e641-5632-4618-bd8b-6e748de11cc1,2025-09-09 18:55:26.594483+00:00,openai,gpt-4o-mini,0,3102,191,ana,I prioritize research and local incentives over regulation and maintaining current policies.
f2ad34af-b533-4f35-be4b-a9ec85e85a6e,2025-09-09 18:55:31.740142+00:00,openai,gpt-4o-mini,0,3102,193,ana,"I support research and local sustainability, oppose heavy regulation and status quo policies."
e55362c9-b830-4afd-9518-8624fd8e5d80,2025-09-09 18:55:37.418276+00:00,openai,gpt-4o-mini,0,3102,192,ana,I prioritize sustainable practices and local production over regulation and free trade policies.
fe025aef-9188-4c3b-a776-4d586c1776da,2025-09-09 18:55:42.898455+00:00,openai,gpt-4o-mini,0,3102,192,ana,"I prioritize local, sustainable practices over regulation and support research and incentives."
53518204-035b-495b-bf60-1cf44208cdea,2025-09-09 18:55:48.241135+00:00,openai,gpt-4o-mini,0,3102,194,ana,I favor less regulation and local incentives over moderate or radical policies on food production.
16b65187-fe07-46e6-b912-2217269d7f62,2025-09-09 19:02:30.291601+00:00,openai,gpt-4o-mini,0,3105,193,con,I favor moderate and research-focused policies while opposing radical and overly regulatory measures.
ae845806-b8bf-49e3-bf84-4e9d87d3785b,2025-09-09 19:02:35.677868+00:00,openai,gpt-4o-mini,0,3105,194,con,I support local incentives and moderate regulations but oppose radical measures and maintaining status quo.
5a91c37c-a005-4314-a4c9-f0d2d07cc436,2025-09-09 19:02:41.883049+00:00,openai,gpt-4o-mini,0,3105,193,con,I favor moderate regulation and local incentives while opposing radical measures and excessive regulation.
d51df257-3f5d-4aa9-a4cc-64e56c611a8e,2025-09-09 19:02:48.572796+00:00,openai,gpt-4o-mini,0,3108,196,con,I favor moderate regulation and support local producers while opposing radical measures and excessive regulation.
294db00b-5f79-4993-b831-6c9af9182f6b,2025-09-09 19:02:55.761123+00:00,openai,gpt-4o-mini,0,3105,193,con,I favor less regulation and moderate measures while opposing radical changes to food production.
27fed810-28c6-4ecc-a1a0-63af3e66d7f7,2025-09-09 19:09:07.429824+00:00,openai,gpt-4o-mini,0,3099,192,eco,I prioritize moderate regulations and incentives for sustainability over radical or less regulation.
9ef5b538-1396-4b17-9227-b2f8064c84a0,2025-09-09 19:09:12.682729+00:00,openai,gpt-4o-mini,0,3099,193,eco,I prioritize strong support for local sustainable practices and moderate regulations for food production.
4155f8fe-f40b-4dcd-8c1e-f90f84828eef,2025-09-09 19:09:17.555892+00:00,openai,gpt-4o-mini,0,3099,192,eco,I prioritize moderate regulation and local incentives for sustainable food over less regulation.
a027ac84-907c-4352-bd0a-bcadf638bbb2,2025-09-09 19:09:22.729107+00:00,openai,gpt-4o-mini,0,3099,192,eco,I prioritize strong regulations and support for local sustainable agriculture over free trade.
5530b1a5-4bf3-4beb-9b2d-707c8488d6a2,2025-09-09 19:09:27.643605+00:00,openai,gpt-4o-mini,0,3099,194,eco,I prioritize strong regulations and support for sustainable practices over free trade and minimal regulation.
e7353221-761e-4bdc-85e0-51e2a287c7b0,2025-09-09 19:15:36.301470+00:00,openai,gpt-4o-mini,0,3102,191,fas,I prioritize free trade and local production over regulation and sustainability measures.
c7624850-ee06-493a-8844-d12e6f07b5df,2025-09-09 19:15:41.922384+00:00,openai,gpt-4o-mini,0,3102,191,fas,I prioritize free trade and minimal regulation over sustainability measures and subsidies.
60947c49-6f33-4f23-a98e-53728cbeb405,2025-09-09 19:15:47.467163+00:00,openai,gpt-4o-mini,0,3102,191,fas,I prioritize free trade and local production over regulation and sustainability measures.
c607b293-7b19-4ee4-ad7c-fe12fd39dfaa,2025-09-09 19:15:56.670956+00:00,openai,gpt-4o-mini,0,3102,192,fas,I prioritize radical regulation and local production over moderate measures and free trade.
c2ca6a39-f793-47ba-9c78-cd0df6320fb6,2025-09-09 19:16:02.407480+00:00,openai,gpt-4o-mini,0,3102,191,fas,I support less regulation and local production while opposing radical sustainable measures.
57202949-dbcf-410d-bb51-5753e41969a8,2025-09-09 19:22:28.329288+00:00,openai,gpt-4o-mini,0,3093,194,fem,I prioritize strong regulations and support for sustainable practices over free trade and minimal regulation.
d0e66be0-0a74-448f-a564-e1c6ffdcdec4,2025-09-09 19:22:33.661807+00:00,openai,gpt-4o-mini,0,3093,192,fem,I prioritize strong support for sustainable practices and regulations to protect the environment.
2264c513-69d4-40ab-aa12-942fb8c561a5,2025-09-09 19:22:39.616634+00:00,openai,gpt-4o-mini,0,3093,193,fem,"I prioritize moderate and radical regulations, research investment, and local producer incentives."
7233b32e-79e9-403a-8e83-35e79b118cdb,2025-09-09 19:22:45.712965+00:00,openai,gpt-4o-mini,0,3093,191,fem,I prioritize radical and supportive measures for sustainable food over minimal regulation.
69292623-9e5d-47ae-bc28-913e89297f31,2025-09-09 19:22:51.035615+00:00,openai,gpt-4o-mini,0,3093,194,fem,I prioritize strong regulations and support for sustainable practices over free trade and minimal regulation.
