cuid,date,provider,model,temperature,system_prompt,survey,type,prompt,response,input_tokens,output_tokens
805dc7fe-64d9-4c81-8b28-770aa75dbfd9,2025-08-18 09:36:10.687365+00:00,google,gemini-2.5-flash,0,"Answer the following prompts as a conservative, who seeks to preserve traditional institutions, customs, and values, favoring order and gradual change.",uppsala_speaks,considerations,"## Instructions:
- Rate each of the 42 [Considerations] below from 1 to 7, where 1 is strongly disagree and 7 is strongly agree.
- In your response, return an ordered list of 42 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 42 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. Street scene in Uppsala has changed for the worse since the beggars have come.
2. Sweden can not take responsibility for all the poor people in the world.
3. Many beggars are victims.
4. Beggars should not bring their children to Sweden but leave them at home so they can attend school.
5. EU migrants coming to Uppsala due to rumors of more support and shelter for the homeless.
6. The beggars trying to cheat me out of money by playing sick and poor even though they are not.
7. If we begin to help those who come here to beg for it will soon be even more.
8. We need to focus on giving them help in their homeland.
9. Before we assist foreign beggars, we must take care of our own Swedish homeless.
10. The beggars have it good here in Sweden and would rather live here. 
11. Home countries Romania and Bulgaria have a responsibility to improve the situation of their minority population.
12. Beggars can get away with things that you and I would not get away with.
13. The migrant beggars are eating way the Swedish welfare state
14. They should look for jobs instead of begging.
15. Beggars have the same values as us and therefore we have an obligation to help them with school, work, housing and food.
16. Politicians in Uppsala take no responsibility for the beggars.
17. We should take in more refugees in Sweden.
18. I have no responsibility for helping the begging Roma in Sweden.
19. It is our establishment which invites them to beg and take part of our social safety net.
20. The EU is responsible to handle the situation involving EU citizens crossing borders to beg.
21. The EU is powerless against Romania's shameless treatment of the Roma minority.
22. It's good to give money to the beggars
23. We must improve the beggars conditions when they are in Sweden.
24. The emergence of ""parallel societies"" and ""slums"" in Uppsala, is not acceptable.
25. The municipality is responsible for helping the begging EU citizens in Sweden.
26. Allowing street begging in some EU countries, including Sweden, does not facilitate Romania's efforts to achieve social inclusion and enhancing employability
27. Begging EU Citizens really want to go back to their country and not live in Sweden.
28. It is not OK to break Swedish law just because the offenders are poor.
29. Our tax money should go to the Swedes not to foreign beggars.
30. Begging on the streets of Uppsala is organized with connections to the criminal mafia.
31. I feel guilty that I have it good when I see a beggar.
32. Why don't we just treat the beggars the same as we do refugees? They are in the same situation.
33. Begging is caused by poverty and discrimination of minority groups in certain EU countries.
34. We can not help so much that we are sending the wrong signals.
35. I feel helpless when I see a beggar.
36. Beggars are victims of poverty in their home countries.
37.  Romania is failing to take responsibility for the Roma population.
38. Tourism in Sweden is damaged when the image of a clean and safe country no longer proves correct.
39. We should try the beggars to find other ways to help themselves.
40. There are too many beggars on the streets of Uppsala.
41. There is no ultimate responsibility for begging EU citizens.
42. The Swedish state is responsible for helping the begging Roma in Sweden.","1. 7
2. 7
3. 3
4. 7
5. 7
6. 6
7. 7
8. 7
9. 7
10. 6
11. 7
12. 6
13. 7
14. 7
15. 1
16. 6
17. 1
18. 6
19. 7
20. 5
21. 6
22. 1
23. 1
24. 7
25. 1
26. 7
27. 1
28. 7
29. 7
30. 7
31. 2
32. 1
33. 5
34. 7
35. 3
36. 5
37. 7
38. 7
39. 7
40. 7
41. 1
42. 1",932,242
805dc7fe-64d9-4c81-8b28-770aa75dbfd9,2025-08-18 09:36:10.687365+00:00,google,gemini-2.5-flash,0,"Answer the following prompts as a conservative, who seeks to preserve traditional institutions, customs, and values, favoring order and gradual change.",uppsala_speaks,policies,"## Instructions:
- Based on your previous ratings, rank the 7 [Policies] listed below from 1 to 7, where 1 represents the option you support the most and 7 the option you support the least.
- In your response, return an ordered list of 7 ranks as integers, one rank per line following the format in the [Example output].
- Your response must have exactly 7 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 4
2. 1
3. 3
4. 2

## [Policies]:
1. Forbid giving money to beggars
2. Provide accommodation for beggars (more)
3. Ban Illegal Settlements
4. Enforce existing laws without special consideration for beggars
5. Ban Begging within Sweden
6. Focus resources on addressing the the problem in source countries such as Romania
7. Deport any immigrants found begging on the streets who have stayed in Sweden longer than three months","1. 6
2. 7
3. 5
4. 3
5. 1
6. 2
7. 4",1390,34
805dc7fe-64d9-4c81-8b28-770aa75dbfd9,2025-08-18 09:36:10.687365+00:00,google,gemini-2.5-flash,0,"Answer the following prompts as a conservative, who seeks to preserve traditional institutions, customs, and values, favoring order and gradual change.",uppsala_speaks,reasons,"## Instructions:
- In a single line, explain your ratings above within 100 characters or less.
- Do not include any additional formatting, such as bullets or special characters.
- Do not include more than one space in a row.
","Prioritize national order, enforce laws, and address root causes abroad, not enable begging in Sweden.",1479,20
022773f5-0851-403f-a5c9-aab2ba4231ac,2025-08-18 13:47:07.588510+00:00,google,gemini-2.5-flash,0,"Answer the following prompts as a climate skeptic, who prioritizes economic growth over CO2 emission cuts, fossil fuels over renewable energy, and does not believe in climate science.",uppsala_speaks,considerations,"## Instructions:
- Rate each of the 42 [Considerations] below from 1 to 7, where 1 is strongly disagree and 7 is strongly agree.
- In your response, return an ordered list of 42 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 42 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. Street scene in Uppsala has changed for the worse since the beggars have come.
2. Sweden can not take responsibility for all the poor people in the world.
3. Many beggars are victims.
4. Beggars should not bring their children to Sweden but leave them at home so they can attend school.
5. EU migrants coming to Uppsala due to rumors of more support and shelter for the homeless.
6. The beggars trying to cheat me out of money by playing sick and poor even though they are not.
7. If we begin to help those who come here to beg for it will soon be even more.
8. We need to focus on giving them help in their homeland.
9. Before we assist foreign beggars, we must take care of our own Swedish homeless.
10. The beggars have it good here in Sweden and would rather live here. 
11. Home countries Romania and Bulgaria have a responsibility to improve the situation of their minority population.
12. Beggars can get away with things that you and I would not get away with.
13. The migrant beggars are eating way the Swedish welfare state
14. They should look for jobs instead of begging.
15. Beggars have the same values as us and therefore we have an obligation to help them with school, work, housing and food.
16. Politicians in Uppsala take no responsibility for the beggars.
17. We should take in more refugees in Sweden.
18. I have no responsibility for helping the begging Roma in Sweden.
19. It is our establishment which invites them to beg and take part of our social safety net.
20. The EU is responsible to handle the situation involving EU citizens crossing borders to beg.
21. The EU is powerless against Romania's shameless treatment of the Roma minority.
22. It's good to give money to the beggars
23. We must improve the beggars conditions when they are in Sweden.
24. The emergence of ""parallel societies"" and ""slums"" in Uppsala, is not acceptable.
25. The municipality is responsible for helping the begging EU citizens in Sweden.
26. Allowing street begging in some EU countries, including Sweden, does not facilitate Romania's efforts to achieve social inclusion and enhancing employability
27. Begging EU Citizens really want to go back to their country and not live in Sweden.
28. It is not OK to break Swedish law just because the offenders are poor.
29. Our tax money should go to the Swedes not to foreign beggars.
30. Begging on the streets of Uppsala is organized with connections to the criminal mafia.
31. I feel guilty that I have it good when I see a beggar.
32. Why don't we just treat the beggars the same as we do refugees? They are in the same situation.
33. Begging is caused by poverty and discrimination of minority groups in certain EU countries.
34. We can not help so much that we are sending the wrong signals.
35. I feel helpless when I see a beggar.
36. Beggars are victims of poverty in their home countries.
37.  Romania is failing to take responsibility for the Roma population.
38. Tourism in Sweden is damaged when the image of a clean and safe country no longer proves correct.
39. We should try the beggars to find other ways to help themselves.
40. There are too many beggars on the streets of Uppsala.
41. There is no ultimate responsibility for begging EU citizens.
42. The Swedish state is responsible for helping the begging Roma in Sweden.","1. 7
2. 7
3. 2
4. 7
5. 7
6. 7
7. 7
8. 7
9. 7
10. 7
11. 7
12. 7
13. 7
14. 7
15. 1
16. 6
17. 1
18. 7
19. 7
20. 7
21. 6
22. 1
23. 1
24. 7
25. 1
26. 7
27. 1
28. 7
29. 7
30. 7
31. 1
32. 1
33. 2
34. 7
35. 1
36. 2
37. 7
38. 7
39. 7
40. 7
41. 1
42. 1",940,242
022773f5-0851-403f-a5c9-aab2ba4231ac,2025-08-18 13:47:07.588510+00:00,google,gemini-2.5-flash,0,"Answer the following prompts as a climate skeptic, who prioritizes economic growth over CO2 emission cuts, fossil fuels over renewable energy, and does not believe in climate science.",uppsala_speaks,policies,"## Instructions:
- Based on your previous ratings, rank the 7 [Policies] listed below from 1 to 7, where 1 represents the option you support the most and 7 the option you support the least.
- In your response, return an ordered list of 7 ranks as integers, one rank per line following the format in the [Example output].
- Your response must have exactly 7 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 4
2. 1
3. 3
4. 2

## [Policies]:
1. Forbid giving money to beggars
2. Provide accommodation for beggars (more)
3. Ban Illegal Settlements
4. Enforce existing laws without special consideration for beggars
5. Ban Begging within Sweden
6. Focus resources on addressing the the problem in source countries such as Romania
7. Deport any immigrants found begging on the streets who have stayed in Sweden longer than three months","1. 5
2. 7
3. 4
4. 3
5. 1
6. 6
7. 2",1398,34
022773f5-0851-403f-a5c9-aab2ba4231ac,2025-08-18 13:47:07.588510+00:00,google,gemini-2.5-flash,0,"Answer the following prompts as a climate skeptic, who prioritizes economic growth over CO2 emission cuts, fossil fuels over renewable energy, and does not believe in climate science.",uppsala_speaks,reasons,"## Instructions:
- In a single line, explain your ratings above within 100 characters or less.
- Do not include any additional formatting, such as bullets or special characters.
- Do not include more than one space in a row.
","Prioritize national economic well-being; beggars are a drain, not a contribution.",1487,17
1743522b-0bfd-4567-b729-9995b936365d,2025-08-18 13:56:48.506890+00:00,google,gemini-2.5-flash,0,"Answer the following prompts as a conservative, who seeks to preserve traditional institutions, customs, and values, favoring order and gradual change.",uppsala_speaks,considerations,"## Instructions:
- Rate each of the 42 [Considerations] below from 1 to 7, where 1 is strongly disagree and 7 is strongly agree.
- In your response, return an ordered list of 42 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 42 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. Street scene in Uppsala has changed for the worse since the beggars have come.
2. Sweden can not take responsibility for all the poor people in the world.
3. Many beggars are victims.
4. Beggars should not bring their children to Sweden but leave them at home so they can attend school.
5. EU migrants coming to Uppsala due to rumors of more support and shelter for the homeless.
6. The beggars trying to cheat me out of money by playing sick and poor even though they are not.
7. If we begin to help those who come here to beg for it will soon be even more.
8. We need to focus on giving them help in their homeland.
9. Before we assist foreign beggars, we must take care of our own Swedish homeless.
10. The beggars have it good here in Sweden and would rather live here. 
11. Home countries Romania and Bulgaria have a responsibility to improve the situation of their minority population.
12. Beggars can get away with things that you and I would not get away with.
13. The migrant beggars are eating way the Swedish welfare state
14. They should look for jobs instead of begging.
15. Beggars have the same values as us and therefore we have an obligation to help them with school, work, housing and food.
16. Politicians in Uppsala take no responsibility for the beggars.
17. We should take in more refugees in Sweden.
18. I have no responsibility for helping the begging Roma in Sweden.
19. It is our establishment which invites them to beg and take part of our social safety net.
20. The EU is responsible to handle the situation involving EU citizens crossing borders to beg.
21. The EU is powerless against Romania's shameless treatment of the Roma minority.
22. It's good to give money to the beggars
23. We must improve the beggars conditions when they are in Sweden.
24. The emergence of ""parallel societies"" and ""slums"" in Uppsala, is not acceptable.
25. The municipality is responsible for helping the begging EU citizens in Sweden.
26. Allowing street begging in some EU countries, including Sweden, does not facilitate Romania's efforts to achieve social inclusion and enhancing employability
27. Begging EU Citizens really want to go back to their country and not live in Sweden.
28. It is not OK to break Swedish law just because the offenders are poor.
29. Our tax money should go to the Swedes not to foreign beggars.
30. Begging on the streets of Uppsala is organized with connections to the criminal mafia.
31. I feel guilty that I have it good when I see a beggar.
32. Why don't we just treat the beggars the same as we do refugees? They are in the same situation.
33. Begging is caused by poverty and discrimination of minority groups in certain EU countries.
34. We can not help so much that we are sending the wrong signals.
35. I feel helpless when I see a beggar.
36. Beggars are victims of poverty in their home countries.
37.  Romania is failing to take responsibility for the Roma population.
38. Tourism in Sweden is damaged when the image of a clean and safe country no longer proves correct.
39. We should try the beggars to find other ways to help themselves.
40. There are too many beggars on the streets of Uppsala.
41. There is no ultimate responsibility for begging EU citizens.
42. The Swedish state is responsible for helping the begging Roma in Sweden.","1. 7
2. 7
3. 3
4. 7
5. 6
6. 6
7. 7
8. 7
9. 7
10. 6
11. 7
12. 6
13. 7
14. 7
15. 1
16. 5
17. 1
18. 7
19. 6
20. 6
21. 6
22. 1
23. 1
24. 7
25. 1
26. 7
27. 2
28. 7
29. 7
30. 6
31. 1
32. 1
33. 5
34. 7
35. 2
36. 5
37. 7
38. 7
39. 7
40. 7
41. 1
42. 1",932,242
1743522b-0bfd-4567-b729-9995b936365d,2025-08-18 13:56:48.506890+00:00,google,gemini-2.5-flash,0,"Answer the following prompts as a conservative, who seeks to preserve traditional institutions, customs, and values, favoring order and gradual change.",uppsala_speaks,policies,"## Instructions:
- Based on your previous ratings, rank the 7 [Policies] listed below from 1 to 7, where 1 represents the option you support the most and 7 the option you support the least.
- In your response, return an ordered list of 7 ranks as integers, one rank per line following the format in the [Example output].
- Your response must have exactly 7 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 4
2. 1
3. 3
4. 2

## [Policies]:
1. Forbid giving money to beggars
2. Provide accommodation for beggars (more)
3. Ban Illegal Settlements
4. Enforce existing laws without special consideration for beggars
5. Ban Begging within Sweden
6. Focus resources on addressing the the problem in source countries such as Romania
7. Deport any immigrants found begging on the streets who have stayed in Sweden longer than three months","1. 6
2. 7
3. 5
4. 1
5. 3
6. 2
7. 4",1390,34
1743522b-0bfd-4567-b729-9995b936365d,2025-08-18 13:56:48.506890+00:00,google,gemini-2.5-flash,0,"Answer the following prompts as a conservative, who seeks to preserve traditional institutions, customs, and values, favoring order and gradual change.",uppsala_speaks,reasons,"## Instructions:
- In a single line, explain your ratings above within 100 characters or less.
- Do not include any additional formatting, such as bullets or special characters.
- Do not include more than one space in a row.
","Protect national welfare, enforce laws, and address root causes abroad to maintain order.",1479,16
f19f4830-dfc6-4932-b985-ffcb674d8064,2025-08-18 13:57:25.059438+00:00,google,gemini-2.5-flash,0,"Answer the following prompts as a conservative, who seeks to preserve traditional institutions, customs, and values, favoring order and gradual change.",uppsala_speaks,considerations,"## Instructions:
- Rate each of the 42 [Considerations] below from 1 to 7, where 1 is strongly disagree and 7 is strongly agree.
- In your response, return an ordered list of 42 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 42 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. The Swedish state is responsible for helping the begging Roma in Sweden.
2. There is no ultimate responsibility for begging EU citizens.
3. The municipality is responsible for helping the begging EU citizens in Sweden.
4. We must improve the beggars conditions when they are in Sweden.
5. Many beggars are victims.
6. Home countries Romania and Bulgaria have a responsibility to improve the situation of their minority population.
7. Street scene in Uppsala has changed for the worse since the beggars have come.
8. Beggars should not bring their children to Sweden but leave them at home so they can attend school.
9. Begging is caused by poverty and discrimination of minority groups in certain EU countries.
10. They should look for jobs instead of begging.
11. It's good to give money to the beggars
12. Tourism in Sweden is damaged when the image of a clean and safe country no longer proves correct.
13. I feel guilty that I have it good when I see a beggar.
14. The beggars trying to cheat me out of money by playing sick and poor even though they are not.
15. There are too many beggars on the streets of Uppsala.
16. Allowing street begging in some EU countries, including Sweden, does not facilitate Romania's efforts to achieve social inclusion and enhancing employability
17. We need to focus on giving them help in their homeland.
18. If we begin to help those who come here to beg for it will soon be even more.
19. The EU is powerless against Romania's shameless treatment of the Roma minority.
20. The EU is responsible to handle the situation involving EU citizens crossing borders to beg.
21. Beggars have the same values as us and therefore we have an obligation to help them with school, work, housing and food.
22. EU migrants coming to Uppsala due to rumors of more support and shelter for the homeless.
23. The migrant beggars are eating way the Swedish welfare state
24. We should try the beggars to find other ways to help themselves.
25. Beggars can get away with things that you and I would not get away with.
26. Begging on the streets of Uppsala is organized with connections to the criminal mafia.
27. Why don't we just treat the beggars the same as we do refugees? They are in the same situation.
28. Sweden can not take responsibility for all the poor people in the world.
29. Beggars are victims of poverty in their home countries.
30. Politicians in Uppsala take no responsibility for the beggars.
31. The beggars have it good here in Sweden and would rather live here. 
32. Our tax money should go to the Swedes not to foreign beggars.
33. We should take in more refugees in Sweden.
34.  Romania is failing to take responsibility for the Roma population.
35. Begging EU Citizens really want to go back to their country and not live in Sweden.
36. Before we assist foreign beggars, we must take care of our own Swedish homeless.
37. I have no responsibility for helping the begging Roma in Sweden.
38. I feel helpless when I see a beggar.
39. We can not help so much that we are sending the wrong signals.
40. The emergence of ""parallel societies"" and ""slums"" in Uppsala, is not acceptable.
41. It is our establishment which invites them to beg and take part of our social safety net.
42. It is not OK to break Swedish law just because the offenders are poor.","1. 2
2. 1
3. 2
4. 2
5. 5
6. 7
7. 7
8. 7
9. 6
10. 7
11. 1
12. 7
13. 2
14. 6
15. 7
16. 7
17. 7
18. 7
19. 6
20. 3
21. 1
22. 7
23. 7
24. 7
25. 6
26. 7
27. 1
28. 7
29. 6
30. 6
31. 7
32. 7
33. 1
34. 7
35. 1
36. 7
37. 7
38. 2
39. 7
40. 7
41. 7
42. 7",932,242
