cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,reason
4911f661-60bd-452e-ac72-651c8e1bb8b7,2025-09-09 14:50:16.232083+00:00,openai,gpt-4o-mini,0,3305,215,eco,"I prioritize strong emission cuts and adaptation, while rejecting inaction and growth over climate."
70f89faf-b4a7-48a9-9058-ac0d24bfc7ab,2025-09-09 18:47:35.889957+00:00,openai,gpt-4o-mini,0,3305,212,eco,"I prioritize strong emission cuts and adaptation, while rejecting growth-focused policies."
51b710a3-bc89-49e0-909e-76c6c74c8a55,2025-09-09 18:47:46.011956+00:00,openai,gpt-4o-mini,0,3305,212,eco,"I prioritize strong emission cuts and adaptation, while opposing growth-focused policies."
451f15c9-2a04-4d8b-b07f-c3f7d6c7ebc6,2025-09-09 18:47:58.592117+00:00,openai,gpt-4o-mini,0,3305,215,eco,"I prioritize strong emission cuts and adaptation, while opposing inaction and growth over climate."
4deeb1d9-d334-4157-ab9d-078de75a06e8,2025-09-09 18:48:06.399373+00:00,openai,gpt-4o-mini,0,3305,215,eco,"I prioritize strong emission cuts and adaptation, while rejecting growth-focused and status quo policies."
5712ea45-e013-408f-836a-a2a6ab4ed633,2025-09-09 18:49:23.523415+00:00,openai,gpt-4o-mini,0,3308,212,ana,I prioritize community-based adaptation and resilience over moderate or dramatic emission cuts.
bd6bf915-7c48-45b7-bcf9-eef0feaf29c4,2025-09-09 18:49:33.248217+00:00,openai,gpt-4o-mini,0,3308,212,ana,I prioritize resilience and community action over moderate cuts and economic growth policies.
22cd33a2-42fa-451f-afa6-8bcfb418b948,2025-09-09 18:49:39.486279+00:00,openai,gpt-4o-mini,0,3308,213,ana,I prioritize grassroots adaptation and resilience over coercive emission cuts and economic growth.
bd0c3f29-5d8f-456b-8d87-507015c543db,2025-09-09 18:49:51.663577+00:00,openai,gpt-4o-mini,0,3308,212,ana,I prioritize strong emission cuts and community adaptation over growth and inaction.
616e9236-7386-40b6-b80e-b687ad6262a1,2025-09-09 18:56:58.123703+00:00,openai,gpt-4o-mini,0,3311,213,con,I prioritize resilience and gradual change over drastic cuts or maintaining the status quo.
de7d32b2-32a7-4d19-8e80-9d62a5f5d86d,2025-09-09 18:57:04.252135+00:00,openai,gpt-4o-mini,0,3311,213,con,I prioritize resilience and moderate action while valuing economic growth and adaptation strategies.
24be4953-aceb-40df-bd87-6194ae4e6f03,2025-09-09 18:57:09.763029+00:00,openai,gpt-4o-mini,0,3311,212,con,I prioritize economic growth and resilience over drastic emissions cuts or strict regulations.
