cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
9e51d487-c6a5-45f0-bc53-f59c430b060f,2025-08-15 14:45:01.795684+00:00,xai,grok-3-beta,0,4568,286,con,7,6,2,5,1,9,8,4,3
1454dabe-e8bf-49d2-b081-052723c6f8c1,2025-08-15 14:45:11.297360+00:00,xai,grok-3-beta,0,4568,285,con,7,5,2,6,3,9,8,4,1
0a2a783f-9d96-4e6e-b1d5-4018ccdacfcf,2025-08-15 14:45:17.340282+00:00,xai,grok-3-beta,0,4568,285,con,7,5,2,6,4,9,8,3,1
86dbbfae-cc4c-4f06-ae80-0e13ca1d3305,2025-08-15 14:45:23.742667+00:00,xai,grok-3-beta,0,4656,333,con,3,5,2,6,1,8,7,4,9
36ad6b30-5448-4afa-8e87-5c142ac2f33e,2025-08-15 14:45:35.296242+00:00,xai,grok-3-beta,0,4568,285,con,8,6,3,5,1,7,9,2,4
53270d0b-7fcf-4b97-8207-2721c0c4233d,2025-08-15 14:51:00.986999+00:00,xai,grok-3-beta,0,4559,282,ana,3,5,9,4,8,1,2,6,7
55d56e57-e3f0-4555-8b7b-04d0503dd0d6,2025-08-15 14:51:07.413103+00:00,xai,grok-3-beta,0,4559,285,ana,2,3,8,4,7,5,1,6,9
cff4495f-41ec-4fb8-bd53-9d324fd51ae5,2025-08-15 14:51:20.556129+00:00,xai,grok-3-beta,0,4559,287,ana,2,3,9,5,6,4,1,8,7
c8d876ea-9ec9-4619-bb4d-21ab0a25d955,2025-08-15 14:51:26.466046+00:00,xai,grok-3-beta,0,4559,283,ana,2,3,7,4,8,5,1,9,6
d31a5592-ca35-4cc9-ab1e-9e14ca0dc509,2025-08-15 14:51:33.195495+00:00,xai,grok-3-beta,0,4559,287,ana,2,3,7,5,6,4,1,8,9
65d0adaf-44cd-4e4c-8042-afd704fd83f9,2025-08-15 14:57:35.362755+00:00,xai,grok-3-beta,0,4565,282,eco,2,4,8,3,7,5,1,6,9
612c2dda-0ecc-46f3-b17c-b1e408494e40,2025-08-15 14:57:41.585468+00:00,xai,grok-3-beta,0,4565,285,eco,2,4,7,3,6,5,1,8,9
62c7fc7a-3ee9-4a00-83c7-455168ae97bd,2025-08-15 14:57:53.672167+00:00,xai,grok-3-beta,0,4565,285,eco,2,3,7,4,8,5,1,6,9
c34fefdb-a0f4-4332-881d-dba4dfa133ab,2025-08-15 14:58:03.703736+00:00,xai,grok-3-beta,0,4565,284,eco,2,3,6,4,7,5,1,8,9
3cfb60bf-efec-4a34-939b-5e2c16c63829,2025-08-15 14:58:09.645742+00:00,xai,grok-3-beta,0,4565,285,eco,2,4,7,3,8,5,1,6,9
4f3cac2c-cd67-4c22-a48d-f1bb5f09fd2a,2025-08-15 15:04:44.456442+00:00,xai,grok-3-beta,0,4562,280,fas,8,6,2,7,3,5,9,4,1
eb4d66f3-12c3-496d-9f6d-818ed6ccd41f,2025-08-15 15:04:49.746590+00:00,xai,grok-3-beta,0,4562,282,fas,7,5,3,6,4,9,8,1,2
69ba096a-2488-45a1-a650-75e0245729ba,2025-08-15 15:04:56.448223+00:00,xai,grok-3-beta,0,4562,282,fas,8,6,2,7,4,5,9,3,1
bfe300a4-33d1-4481-af60-b17690e7470a,2025-08-15 15:05:05.803467+00:00,xai,grok-3-beta,0,4562,286,fas,9,6,4,5,3,7,8,1,2
85a4d867-6c3b-4e9b-9686-bcc71b7f4a47,2025-08-15 15:05:25.903652+00:00,xai,grok-3-beta,0,4562,282,fas,9,6,3,8,2,7,5,1,4
889319d0-0b61-432e-8cdc-7935737a4d2f,2025-08-15 15:10:57.695278+00:00,xai,grok-3-beta,0,4556,282,fem,3,4,7,2,8,5,1,6,9
1c06122e-fe10-4a50-87b1-209eaed145a6,2025-08-15 15:11:11.396206+00:00,xai,grok-3-beta,0,4556,285,fem,2,4,7,3,6,5,1,8,9
2bf76c39-ca23-4c2b-a63b-e1063a07eab1,2025-08-15 15:11:18.387386+00:00,xai,grok-3-beta,0,4556,285,fem,2,3,6,4,7,8,1,5,9
d01483d7-dc5c-43a8-bda5-e978e38cde2f,2025-08-15 15:11:25.068521+00:00,xai,grok-3-beta,0,4556,281,fem,2,3,6,4,7,5,1,8,9
d15ed9f6-e17f-45a9-bef5-3b134d35ad71,2025-08-15 15:11:41.067301+00:00,xai,grok-3-beta,0,4556,285,fem,2,4,6,3,7,8,1,5,9
0913597c-d155-4305-9d11-1309a32fad4a,2025-08-15 15:19:12.891632+00:00,xai,grok-3-beta,0,4568,288,fun,7,4,2,5,3,6,8,9,1
afea1562-ec3b-4430-a8a2-c7db1bce07ef,2025-08-15 15:19:23.246144+00:00,xai,grok-3-beta,0,4568,282,fun,5,8,4,7,3,1,6,9,2
4113ca23-bd28-4d8d-aba0-1c428b7ce64f,2025-08-15 15:19:33.753289+00:00,xai,grok-3-beta,0,4568,284,fun,7,5,1,9,3,4,8,6,2
f9738464-06c0-4c79-a18a-3d97d82c632e,2025-08-15 15:19:41.570092+00:00,xai,grok-3-beta,0,4568,281,fun,6,5,2,4,3,8,7,9,1
b6e95b5c-e51f-4d43-b0db-b3ad207f9866,2025-08-15 15:19:47.809366+00:00,xai,grok-3-beta,0,4568,287,fun,7,6,2,5,3,8,9,4,1
30cbb214-4b41-44ee-af7f-1d7590648a38,2025-08-15 15:25:45.817441+00:00,xai,grok-3-beta,0,4568,284,lib,2,4,7,3,6,5,1,8,9
cc01e601-5b0d-4f83-9500-ac0fdf4b73b6,2025-08-15 15:25:54.120478+00:00,xai,grok-3-beta,0,4568,286,lib,2,4,7,3,6,8,1,5,9
8a12ec04-0d50-4799-a752-7d1cfb23982e,2025-08-15 15:26:01.976907+00:00,xai,grok-3-beta,0,4568,284,lib,2,4,5,6,8,7,1,3,9
ff6e9cd5-b6c4-4c6e-89c7-fcc4fa93a875,2025-08-15 15:26:08.019110+00:00,xai,grok-3-beta,0,4568,282,lib,2,3,8,4,6,7,1,5,9
a06153d7-e2cc-4d43-a01f-83bda9bd9aaa,2025-08-15 15:26:24.607959+00:00,xai,grok-3-beta,0,4568,283,lib,2,5,6,3,7,8,1,4,9
485c3a69-58dd-4486-8071-d5b46a82b9ca,2025-08-15 15:31:57.442231+00:00,xai,grok-3-beta,0,4565,284,nat,7,5,2,6,1,9,8,4,3
d947fdf4-2bc2-442c-a3e4-a4e7c2160715,2025-08-15 15:32:07.140707+00:00,xai,grok-3-beta,0,4565,283,nat,5,7,3,4,2,9,6,1,8
8c9b7498-62a0-47db-a206-91ecf794de5f,2025-08-15 15:32:24.157098+00:00,xai,grok-3-beta,0,4565,282,nat,8,6,2,5,4,9,7,3,1
fc3bdcca-605f-434e-8168-44628e25bead,2025-08-15 15:32:37.513331+00:00,xai,grok-3-beta,0,4565,285,nat,4,2,1,3,5,7,6,8,9
2de8d570-cad8-4ddc-974b-c93c5b17c49b,2025-08-15 15:32:46.564617+00:00,xai,grok-3-beta,0,4565,282,nat,6,5,3,7,4,8,9,2,1
c22a863a-3f0e-4ed9-992c-60a9dd17f6c8,2025-08-15 15:38:04.016284+00:00,xai,grok-3-beta,0,4571,288,pop,2,1,3,4,5,7,6,9,8
876e3df1-2948-471a-a949-5c3145c62114,2025-08-15 15:38:09.423767+00:00,xai,grok-3-beta,0,4571,287,pop,2,1,5,4,6,8,3,7,9
a0b264a0-6165-4c36-905d-e2c016d72618,2025-08-15 15:38:15.671552+00:00,xai,grok-3-beta,0,4571,284,pop,1,4,3,8,7,9,2,5,6
ed37181f-768f-4432-9eeb-0eb2bd346efc,2025-08-15 15:38:23.967773+00:00,xai,grok-3-beta,0,4571,284,pop,2,1,7,4,6,5,3,8,9
37cf5539-be6e-46ea-87d2-5b160de742e6,2025-08-15 15:38:29.700952+00:00,xai,grok-3-beta,0,4571,282,pop,6,7,3,5,2,8,9,4,1
8a904942-b3f9-4084-b80f-b8ff9ad5be86,2025-08-15 15:44:15.387030+00:00,xai,grok-3-beta,0,4562,285,soc,2,4,7,3,8,5,1,6,9
2d5d3fce-d344-4400-85cd-c07fb553eb7b,2025-08-15 15:44:21.138562+00:00,xai,grok-3-beta,0,4562,285,soc,2,4,8,3,7,5,1,6,9
602c0bed-547a-49ca-bd41-9cf216373033,2025-08-15 15:44:27.125224+00:00,xai,grok-3-beta,0,4562,281,soc,2,3,7,4,8,5,1,6,9
44de6676-e6cb-414c-addc-8f0532d43878,2025-08-15 15:44:33.118253+00:00,xai,grok-3-beta,0,4562,284,soc,2,3,6,4,7,5,1,8,9
f65ab5c4-3430-4ed5-8fce-9031f04e4b09,2025-08-15 15:44:43.871390+00:00,xai,grok-3-beta,0,4562,283,soc,2,4,6,3,7,1,8,5,9
140d9927-bc4a-463a-9ae7-e27e79a811ec,2025-08-15 15:50:54.920481+00:00,xai,grok-3-beta,0,4592,280,coa,2,5,7,3,8,4,1,6,9
0c62b96e-6867-461d-bc08-5e538c8c8a46,2025-08-15 15:51:00.531923+00:00,xai,grok-3-beta,0,4592,280,coa,2,4,6,3,7,5,1,8,9
f2a97688-0ba2-47ff-a2be-018529679180,2025-08-15 15:51:05.930201+00:00,xai,grok-3-beta,0,4592,280,coa,2,4,5,3,8,7,1,6,9
204541dd-7108-45e9-bb4b-0f17f73d4ad2,2025-08-15 15:51:11.902378+00:00,xai,grok-3-beta,0,4592,280,coa,2,3,8,4,6,5,1,7,9
6b9d1695-2be9-485f-9256-ddc78ebd112b,2025-08-15 15:51:26.268157+00:00,xai,grok-3-beta,0,4592,280,coa,2,4,5,3,7,8,1,6,9
b5052410-d235-4223-8511-97af3e391a1f,2025-08-15 15:56:23.444594+00:00,xai,grok-3-beta,0,4583,285,ctr,4,5,7,3,8,1,2,6,9
53cd5700-7b70-4559-af2e-d206749bd276,2025-08-15 15:56:30.947001+00:00,xai,grok-3-beta,0,4583,285,ctr,2,4,5,3,6,8,1,7,9
9d675e7c-aacb-4581-abab-f8fe788a1a25,2025-08-15 15:56:37.708032+00:00,xai,grok-3-beta,0,4583,281,ctr,2,4,3,5,8,7,1,6,9
cf64e145-8806-4a62-a909-d9c2336db435,2025-08-15 15:56:47.477277+00:00,xai,grok-3-beta,0,4583,285,ctr,2,3,8,4,5,7,1,6,9
f0ab6616-3a35-4943-ac4b-bbcd8427fe96,2025-08-15 15:56:55.281493+00:00,xai,grok-3-beta,0,4583,285,ctr,2,4,1,3,5,7,8,6,9
124c3bad-6093-42ae-8cc1-5966aae8bd3d,2025-08-15 16:04:09.517734+00:00,xai,grok-3-beta,0,4592,281,dis,3,4,7,2,6,5,1,8,9
94a17788-64b7-4a60-a4bf-646ef7f66011,2025-08-15 16:04:20.381369+00:00,xai,grok-3-beta,0,4592,281,dis,2,4,5,3,6,8,1,7,9
8e3aea0b-4ac8-4309-8914-0d5216f4485a,2025-08-15 16:04:39.708154+00:00,xai,grok-3-beta,0,4592,285,dis,3,4,5,7,8,1,2,6,9
50743338-04c2-413f-9615-3ed57cfbf30d,2025-08-15 16:05:09.407259+00:00,xai,grok-3-beta,0,4592,281,dis,2,3,8,4,5,7,1,6,9
1c894877-6685-47fc-8a6b-f421d3a5a020,2025-08-15 16:05:19.505527+00:00,xai,grok-3-beta,0,4592,285,dis,2,4,5,3,7,8,1,6,9
c1690712-6827-46ff-8740-c4f20a5c187b,2025-08-15 16:11:11.382312+00:00,xai,grok-3-beta,0,4586,285,eld,2,4,7,3,6,5,1,8,9
0a0284ec-2c22-46a0-97b0-0f049264907d,2025-08-15 16:11:22.420864+00:00,xai,grok-3-beta,0,4586,282,eld,2,4,5,3,6,8,1,7,9
93348532-db1d-4d58-ace2-4380233882b3,2025-08-15 16:11:33.240939+00:00,xai,grok-3-beta,0,4586,283,eld,2,4,3,5,8,7,1,6,9
a3930c21-c631-479f-81dd-e08c468d66f2,2025-08-15 16:11:40.411524+00:00,xai,grok-3-beta,0,4586,283,eld,2,3,8,4,6,5,1,7,9
3d213e18-44f7-4284-a6ab-bdd1929ff258,2025-08-15 16:11:49.764736+00:00,xai,grok-3-beta,0,4586,283,eld,2,4,5,3,7,8,1,6,9
fae475ed-a6da-44b3-8259-28cca997c5f1,2025-08-15 16:17:01.789875+00:00,xai,grok-3-beta,0,4586,282,far,3,4,7,2,8,5,1,6,9
0ec395f1-84eb-477f-adaf-458d2610c2f1,2025-08-15 16:17:09.974706+00:00,xai,grok-3-beta,0,4586,282,far,2,4,8,3,6,5,1,7,9
7d2b953d-4ce6-4508-8bb7-ce2e0d2b3ae8,2025-08-15 16:17:25.530954+00:00,xai,grok-3-beta,0,4586,283,far,2,3,6,4,8,7,1,5,9
88f7a383-c948-42a4-a89f-2e480ce4363a,2025-08-15 16:17:41.115657+00:00,xai,grok-3-beta,0,4586,282,far,2,3,8,4,6,5,1,7,9
2326b1a2-1577-4221-813f-c795a224e9c7,2025-08-15 16:17:59.812635+00:00,xai,grok-3-beta,0,4586,282,far,1,4,5,2,7,3,8,6,9
be867cb9-eb8e-4021-8622-2870b4e4f0d5,2025-08-15 16:24:53.860491+00:00,xai,grok-3-beta,0,4589,280,fis,3,4,6,2,7,5,1,8,9
4fb0aef6-1d3c-47be-a4ce-3b322b48be92,2025-08-15 16:25:03.544482+00:00,xai,grok-3-beta,0,4589,280,fis,2,4,5,3,6,8,1,7,9
